test	dp	tp	tpsp	fsdp	mean	stddev
te_mxfp8	1	1	1	1	137076.47	323.97
te_mxfp8	1	4	1	1	132687.76	491.17
te_mxfp8	4	1	1	1	110201.87	546.43
te_mxfp8	2	2	1	1	120684.16	458.09
te_mxfp8	1	1	4	1	131611.75	516.06
te_mxfp8	2	1	2	1	116618.70	338.42
te_mxfp8	1	1	1	4	149654.81	707.06
te_mxfp8	1	1	2	2	127327.38	571.05
