test	dp	tp	tpsp	fsdp	mean	stddev
te_mxfp8	1	1	1	1	137816.72	393.02
te_mxfp8	1	4	1	1	138045.99	2432.28
te_mxfp8	4	1	1	1	110493.94	458.50
te_mxfp8	2	2	1	1	121608.11	344.89
te_mxfp8	1	1	4	1	130376.67	335.76
te_mxfp8	2	1	2	1	117109.73	218.84
te_mxfp8	1	1	1	4	145506.77	4329.37
te_mxfp8	1	1	2	2	127098.93	334.75
